eval	set_ratio	sort_ratio	ratio	overlap	soundex	score	max	reverse	x_name	y_name	x_id	y_id
1	100	100	100	1	1	302	302	0	kasperl	kasperl	35139	2434
0	100	70	64	.46666667	0	234.46666	234.46666	0	kasperl	kasperl & hopsi	35139	2435
1	100	100	100	1	1	302	302	0	peter wackel	peter wackel	35141	3620
1	100	100	50	1	0	251	251	1	peter wackel	wackel peter	35141	4944
1	100	100	46	1	0	247	247	1	mickie krause	krause mickie	35144	2596
1	100	100	46	1	0	247	247	1	mickie krause	krause mickie	35144	2598
1	100	100	100	1	1	302	302	0	mickie krause	mickie krause	35144	3094
1	100	100	100	1	1	302	302	0	jennifer rush	jennifer rush	35152	2276
1	100	100	62	1	0	263	263	1	jennifer rush	rush jennifer	35152	3988
1	100	100	62	1	0	263	263	1	jennifer rush	rush jennifer	35152	3989
1	100	100	100	1	1	302	302	0	gotan project	gotan project	35191	1835
1	100	100	100	1	1	302	302	0	new found glory	new found glory	35232	3323
1	100	100	100	1	1	302	302	0	ensiferum	ensiferum	35283	1448
1	100	100	100	1	1	302	302	0	a camp	a camp	35296	30
1	100	100	100	1	1	302	302	0	heinz rudolf kunze	heinz rudolf kunze	35313	1990
1	100	100	67	1	0	268	268	1	heinz rudolf kunze	kunze heinz rudolf	35313	2620
1	100	86	59	.69230771	0	245.69231	245.69231	0	hubert von goisern	goisern hubert von & die a	35345	1822
1	100	100	56	1	0	257	257	1	hubert von goisern	goisern hubert von	35345	1823
1	100	100	100	1	1	302	302	0	hubert von goisern	hubert von goisern	35345	2084
1	100	100	61	1	0	262	262	1	hubert von goisern	von goisern hubert	35345	4935
1	92	92	50	.84615386	0	234.84616	234.84616	0	hans sllner	soellner hans	35357	4310
1	92	92	50	.84615386	0	234.84616	234.84616	0	hans sllner	soellner hans	35357	4311
1	100	100	55	1	0	256	256	1	hans sllner	sllner hans	35357	4498
1	100	100	55	1	0	256	256	1	hans sllner	sllner hans	35357	4504
1	100	59	36	.39285713	0	195.39285	195.39285	0	hans sllner	sllner hans & bayaman sissde	35357	4505
1	100	100	53	1	0	254	254	1	wolfgang ambros	ambros wolfgang	35358	157
1	100	100	100	1	1	302	302	0	wolfgang ambros	wolfgang ambros	35358	5081
1	100	100	100	1	1	302	302	0	les humphries singers	les humphries singers	35363	2726
1	100	91	91	.83999997	1	283.84	283.84	0	les humphries singers	les humphries singers the	35363	2727
1	100	100	100	1	1	302	302	0	the sweet	the sweet	35398	4651
1	100	100	50	1	0	251	251	1	bruce guthro	guthro bruce	35426	1900
1	100	100	100	1	1	302	302	0	alcazar	alcazar	35447	94
1	100	100	58	1	0	259	259	1	gerhard polt	polt gerhard	35540	3701
1	100	100	58	1	0	259	259	1	gerhard polt	polt gerhard	35540	3702
1	100	100	100	1	1	302	302	0	deep blue something	deep blue something	35563	1074
1	100	100	100	1	1	302	302	0	captain jack	captain jack	35565	712
0	80	80	80	.66666669	0	240.66667	240.66667	0	bender	brenbrder	35583	664
1	100	100	100	1	1	302	302	0	sts	sts	35628	4002
1	100	100	100	1	1	302	302	0	sts	sts	35628	4003
1	100	100	100	1	1	302	302	0	sts	sts	35628	4458
1	100	100	100	1	1	302	302	0	norman greenbaum	norman greenbaum	35673	3376
1	100	100	100	1	1	302	302	0	edguy	edguy	35756	1375
1	100	100	100	1	1	302	302	0	the rasmus	the rasmus	35931	4634
1	100	100	100	1	1	302	302	0	rupert holmes	rupert holmes	35943	3986
1	100	100	56	1	0	257	257	1	the hives	hives the	35996	2055
1	100	100	100	1	1	302	302	0	the hives	the hives	35996	4606
1	100	100	100	1	1	302	302	0	tlpopmusik	tlpopmusik	36009	4817
1	100	100	100	1	1	302	302	0	wax	wax	36063	4977
1	100	100	100	1	1	302	302	0	accept	accept	36125	48
1	100	100	59	1	0	260	260	1	angelo branduardi	branduardi angelo	36248	586
1	100	100	100	1	1	302	302	0	gianna nannini	gianna nannini	36311	1782
1	100	100	50	1	0	251	251	1	gianna nannini	nannini gianna	36311	3259
1	100	100	100	1	1	302	302	0	fairground attraction	fairground attraction	36313	1500
1	100	100	100	1	1	302	302	0	ska-p	ska-p	36378	4269
1	100	100	100	1	1	302	302	0	thursday	thursday	36499	4692
1	100	100	100	1	1	302	302	0	rosenstolz	rosenstolz	36545	3951
1	100	100	100	1	1	302	302	0	john miles	john miles	36561	2311
1	100	100	100	1	1	302	302	0	rage	rage	36627	3804
1	100	100	54	1	0	255	255	1	willy deville	deville willy	36641	1117
1	100	100	100	1	1	302	302	0	spiderbait	spiderbait	36781	4363
1	100	100	55	1	0	256	256	1	josh groban	groban josh	36783	1864
1	100	100	100	1	1	302	302	0	josh groban	josh groban	36783	2342
1	100	100	50	1	0	251	251	1	helmut lotti	lotti helmut	36949	2812
1	100	100	100	1	1	302	302	0	gregorian	gregorian	37011	1855
1	100	100	50	1	0	251	251	1	garland jeffreys	jeffreys garland	37023	2269
1	100	80	44	.58823532	0	224.58824	224.58824	0	the source	source the & stat	37077	4350
1	100	100	100	1	1	302	302	0	scatman john	scatman john	37096	4071
1	100	61	57	.40000001	0	218.39999	218.39999	0	il giardino armonico	lezhneva julia & antonini g & il giardino armonico	37128	2741
1	100	100	50	1	0	251	251	1	abdullah ibrahim	ibrahim abdullah	37273	2115
1	100	67	63	.46153846	1	231.46153	231.46153	0	dance nation	dance nation & shaun baker	37312	987
1	83	83	83	.71428573	1	250.71428	250.71428	0	hhner	hoehner	37405	2059
1	100	100	100	1	1	302	302	0	hhner	hhner	37405	2107
1	100	100	100	1	1	302	302	0	wild cherry	wild cherry	37414	5033
1	100	100	47	1	0	248	248	1	rainhard fendrich	fendrich rainhard	37552	1544
1	100	100	100	1	1	302	302	0	rainhard fendrich	rainhard fendrich	37552	3808
1	100	55	35	.35294119	0	190.35294	190.35294	0	keith jarrett trio	jarrett keith trio & dejohnette jack & peacock gary	37561	2241
1	100	100	100	1	1	302	302	0	laid back	laid back	37624	2649
1	100	100	55	1	0	256	256	1	amanda lear	lear amanda	37628	2698
1	100	100	53	1	0	254	254	1	leonard bernstein	bernstein leonard	37740	433
1	100	100	100	1	1	302	302	0	tanzwut	tanzwut	37746	4531
1	100	67	63	.4642857	0	230.46428	230.46428	0	youssou ndour	youssou ndour & neneh cherry	37927	5136
0	76	76	76	.90909094	0	228.90909	228.90909	0	glasseater	gassenhauer	38001	1757
1	100	100	100	1	1	302	302	0	fun	fun	38005	1706
1	100	47	39	.24137931	0	186.24138	186.24138	0	wamdue project	various & corona & archies & baha men & wamdue project & &	38112	4879
1	100	100	100	1	1	302	302	0	wamdue project	wamdue project	38112	4957
1	100	100	100	1	1	302	302	0	shannon	shannon	38191	4191
1	100	100	100	1	1	302	302	0	phantom planet	phantom planet	38407	3638
1	100	100	44	1	0	245	245	1	fela kuti	kuti fela	38419	2622
1	100	100	100	1	1	302	302	0	welle: erdball	welle: erdball	38432	4990
1	100	100	100	1	1	302	302	0	sophia	sophia	38440	4336
1	100	100	100	1	1	302	302	0	return to forever	return to forever	38520	3879
1	100	100	100	1	1	302	302	0	thrice	thrice	38649	4690
1	100	100	100	1	1	302	302	0	kinderzimmer productions	kinderzimmer productions	38728	2526
1	100	100	100	1	1	302	302	0	dreadful shadows	dreadful shadows	38878	1328
1	100	88	72	.71428573	0	260.71429	260.71429	0	the commitments	ost & commitments the	38880	3475
1	100	100	100	1	1	302	302	0	barclay james harvest	barclay james harvest	38924	337
1	100	100	100	1	1	302	302	0	black label society	black label society	38966	478
1	100	100	100	1	1	302	302	0	lamb of god	lamb of god	38982	2657
1	100	100	100	1	1	302	302	0	skeeter davis	skeeter davis	39082	4270
1	100	100	100	1	1	302	302	0	and you will know us by the trail of dead	and you will know us by the trail of dead	39152	2
1	95	85	85	.73170733	1	266.73172	266.73172	0	and you will know us by the trail of dead	and you will know us by the tr	39152	171
1	100	100	100	1	1	302	302	0	hubert von goisern & die alpinkatzen	hubert von goisern & die alpinkatzen	39192	2085
1	100	100	100	1	1	302	302	0	chris norman	chris norman	39197	799
1	100	75	69	.52941179	0	244.52942	244.52942	0	sean paul	arash & sean paul	39229	218
1	100	69	64	.47368422	0	233.47368	233.47368	0	sean paul	estelle & sean paul	39229	1473
1	100	100	100	1	1	302	302	0	sean paul	sean paul	39229	4137
1	100	69	64	.47368422	0	233.47368	233.47368	0	sean paul	sean paul & dj ammo	39229	4139
1	100	73	70	.53571427	1	244.53572	244.53572	0	michael andrews	michael andrews & gary jules	39338	3077
1	100	65	62	.44827586	1	228.44827	228.44827	0	nancy sinatra	nancy sinatra & lee hazlewood	39619	3258
1	100	100	100	1	1	302	302	0	eisregen	eisregen	39630	1391
1	100	100	100	1	1	302	302	0	zebrahead	zebrahead	39657	5153
1	100	100	57	1	0	258	258	1	vicky leandros	leandros vicky	39678	2697
1	100	100	100	1	1	302	302	0	vicky leandros	vicky leandros	39678	4905
1	100	100	100	1	1	302	302	0	leo	leo	39688	2717
1	100	100	100	1	1	302	302	0	israel kamakawiwoole	israel kamakawiwoole	39723	2178
1	100	100	65	1	0	266	266	1	israel kamakawiwoole	kamakawiwoole israel	39723	2405
1	100	93	60	.86956519	0	253.86957	253.86957	0	israel kamakawiwoole	kamakawiwoole israel iz	39723	2406
1	100	93	60	.86956519	0	253.86957	253.86957	0	israel kamakawiwoole	kamakawiwoole israel iz	39723	2407
1	77	77	97	.94999999	1	252.95	252.95	0	ramblin jack elliott	ramblinjack elliott	39809	3814
1	100	100	100	1	1	302	302	0	gustav	gustav	39911	1898
0	89	89	89	1	1	269	269	0	super 400	super 700	40019	4478
1	100	100	64	1	0	265	265	1	the streets	streets the	40032	4448
1	100	100	100	1	1	302	302	0	voodoo & serano	voodoo & serano	40153	4936
1	100	100	100	1	1	302	302	0	boozoo bajou	boozoo bajou	40166	557
1	100	80	75	.60000002	0	255.60001	255.60001	0	boozoo bajou	boozoo bajou & oh no	40166	558
0	100	59	49	.45161289	0	208.45161	208.45161	0	perry & rhodan	rhodan perry & silber edition 1	40169	3885
1	100	100	53	1	0	254	254	1	rdiger hoffmann	hoffmann rdiger	40231	2063
1	100	100	45	1	0	246	246	1	norah jones	jones norah	40269	2330
1	100	100	50	1	0	251	251	1	die form	form die	40282	1636
1	100	91	91	.83333331	0	282.83334	282.83334	0	esbjrn svensson trio	est-esbjrn svensson trio	40360	1359
1	100	100	100	1	1	302	302	0	vip	vip	40519	4855
1	100	100	62	1	0	263	263	1	jacques loussier trio	loussier jacques trio	40765	2820
1	100	100	58	1	0	259	259	1	otto waalkes	waalkes otto	40766	4943
1	100	100	100	1	1	302	302	0	code red	code red	40775	861
1	100	100	100	1	1	302	302	0	simple plan	simple plan	40922	4244
1	100	69	65	.47826087	1	235.47826	235.47826	0	simple plan	simple plan & sean paul	40922	4245
1	100	100	57	1	0	258	258	1	tamee harrison	harrison tamee	41020	1962
1	100	100	100	1	1	302	302	0	niels van gogh	niels van gogh	41025	3349
1	78	78	75	.65625	0	231.65625	231.65625	0	new york philharmonic	bernstein & new york philharmoni	41094	431
1	100	100	100	1	1	302	302	0	mo-do	mo-do	41141	3138
1	100	100	100	1	1	302	302	0	shakespears sister	shakespears sister	41350	4180
1	100	100	100	1	1	302	302	0	achim reichel	achim reichel	41422	50
1	100	100	100	1	1	302	302	0	joachim witt	joachim witt	41431	2290
1	100	73	69	.52173913	0	242.52174	242.52174	0	joachim witt	mono inc & joachim witt	41431	3165
1	100	64	64	.47368422	0	228.47368	228.47368	0	karussell	karussell tv-serien	41485	2430
1	100	75	75	.60000002	0	250.60001	250.60001	0	karussell	karussell video	41485	2431
1	100	100	100	1	1	302	302	0	cj stone	cj stone	41681	830
1	100	100	100	1	1	302	302	0	loriot	loriot	41740	2809
1	100	100	100	1	1	302	302	0	vanessa carlton	vanessa carlton	41764	4869
1	100	70	64	.46666667	0	234.46666	234.46666	0	tobymac	grits & tobymac	41822	1863
1	95	95	95	.89999998	1	286.89999	286.89999	0	wiener sngerknaben	wiener saengerknaben	41868	5031
1	100	100	100	1	1	302	302	0	papermoon	papermoon	41879	3544
1	100	100	100	1	1	302	302	0	die happy	die happy	41885	1160
1	100	77	56	.625	0	233.625	233.625	0	the gyuto monks	gyuto monks of tibet the	41890	1908
1	100	100	100	1	1	302	302	0	saxon	saxon	41994	4066
1	100	100	100	1	1	302	302	0	yeah yeah yeahs	yeah yeah yeahs	42140	5122
1	100	100	100	1	1	302	302	0	shakra	shakra	42428	4186
1	100	100	100	1	1	302	302	0	yiruma	yiruma	42649	5126
0	78	78	47	.58333331	0	203.58333	203.58333	0	barrett strong	strong barret & coutours	42708	4455
1	100	67	64	.46875	1	232.46875	232.46875	0	edoardo bennato	edoardo bennato & gianna nannini	42741	1379
1	100	54	50	.33333334	1	205.33333	205.33333	0	blake shelton	blake shelton & pistol annies & friends	42916	492
1	100	100	100	1	1	302	302	0	17 hippies	17 hippies	42930	7
1	100	100	50	1	0	251	251	1	peter maffay	maffay peter	42938	2887
1	100	100	50	1	0	251	251	1	peter maffay	maffay peter	42938	2889
1	100	100	100	1	1	302	302	0	peter maffay	peter maffay	42938	3616
1	100	100	100	1	1	302	302	0	gentleman	gentleman	42944	1766
1	100	67	44	.4642857	0	211.46428	211.46428	0	bruno coulais	ost & coulais bruno composer	42948	3476
1	100	100	100	1	1	302	302	0	thomas d	thomas d	42983	4683
1	100	100	100	1	1	302	302	0	thomas d	thomas d	42983	4684
1	100	100	100	1	1	302	302	0	blank & jones	blank & jones	42984	494
1	100	100	100	1	1	302	302	0	french affair	french affair	43333	1679
1	100	100	100	1	1	302	302	0	killswitch engage	killswitch engage	43336	2523
1	100	100	100	1	1	302	302	0	demis roussos	demis roussos	43364	1088
0	100	38	38	.23529412	0	176.23529	176.23529	0	welt	hui buh neue welt	43409	2093
1	100	100	50	1	0	251	251	1	murray perahia	perahia murray	43516	3598
1	100	100	100	1	1	302	302	0	desireless	desireless	43549	1110
1	100	100	100	1	1	302	302	0	moguai	moguai	43671	3149
1	100	100	100	1	1	302	302	0	truck stop	truck stop	43706	4785
1	100	100	60	1	0	261	261	1	allen toussaint	toussaint allen	43719	4761
1	100	100	100	1	1	302	302	0	rainbirds	rainbirds	43791	3806
1	100	100	67	1	0	268	268	1	john frusciante	frusciante john	44116	1698
1	100	100	100	1	1	302	302	0	agathodaimon	agathodaimon	44126	70
1	100	100	100	1	1	302	302	0	claudia jung	claudia jung	44156	845
1	100	100	58	1	0	259	259	1	claudia jung	jung claudia	44156	2357
1	100	100	100	1	1	302	302	0	heike makatsch	heike makatsch	44222	1986
1	100	100	57	1	0	258	258	1	heike makatsch	makatsch heike	44222	2899
1	100	100	100	1	1	302	302	0	ti	ti	44318	4509
1	100	100	100	1	1	302	302	0	pendulum	pendulum	44341	3594
1	100	100	57	1	0	258	258	1	jennifer paige	paige jennifer	44351	3530
1	100	100	100	1	1	302	302	0	al bano & romina power	al bano & romina power	44551	84
1	100	100	86	1	0	287	287	1	al bano & romina power	bano al & romina power	44551	330
1	100	100	100	1	1	302	302	0	camera obscura	camera obscura	44616	690
1	100	100	64	1	0	265	265	1	the prodigy	prodigy the	44954	3752
1	100	100	100	1	1	302	302	0	the prodigy	the prodigy	44954	4629
1	100	100	100	1	1	302	302	0	lucio dalla	lucio dalla	44984	2826
1	100	100	100	1	1	302	302	0	pupo	pupo	45242	3766
1	100	100	100	1	1	302	302	0	i santo california	i santo california	45250	2111
1	100	100	100	1	1	302	302	0	gala	gala	45425	1733
0	100	86	67	.75	0	253.75	253.75	0	the crowd	it crowd the	45502	2179
1	100	76	45	.55000001	0	221.55	221.55	0	joe zawinul	zawinul joe & the za	45592	5151
1	100	100	100	1	1	302	302	0	heaven shall burn	heaven shall burn	45648	1982
1	100	100	100	1	1	302	302	0	fergie	fergie	45706	1545
1	100	100	64	1	0	265	265	1	the bishops	bishops the	45907	468
1	100	100	64	1	0	265	265	1	the bishops	bishops the	45907	469
1	100	100	100	1	1	302	302	0	david bisbal	david bisbal	46134	1020
1	100	100	100	1	1	302	302	0	hans albers	hans albers	46262	1934
1	100	100	100	1	1	302	302	0	mireille mathieu	mireille mathieu	46549	3127
1	100	100	55	1	0	256	256	1	paul panzer	panzer paul	46728	3541
1	100	100	100	1	1	302	302	0	michelle	michelle	47031	3091
1	100	100	100	1	1	302	302	0	miss kittin	miss kittin	47211	3132
1	100	100	100	1	1	302	302	0	avril lavigne	avril lavigne	47218	284
1	100	67	63	.4642857	1	231.46428	231.46428	0	avril lavigne	avril lavigne & chad kroeger	47218	285
1	100	100	54	1	0	255	255	1	avril lavigne	lavigne avril	47218	2691
1	100	100	54	1	0	255	255	1	avril lavigne	lavigne avril	47218	2692
1	100	100	63	1	0	264	264	1	bugge wesseltoft	wesseltoft bugge	47355	5001
1	100	100	44	1	0	245	245	1	neko case	case neko	47515	731
1	100	100	100	1	1	302	302	0	londonbeat	londonbeat	47614	2799
1	100	100	100	1	1	302	302	0	schandmaul	schandmaul	47645	4073
0	83	83	83	.93333334	0	249.93333	249.93333	0	jason mitchell	jackson michael	47666	2198
0	83	83	83	.93333334	0	249.93333	249.93333	0	jason mitchell	jackson michael	47666	2200
1	100	100	100	1	1	302	302	0	silverstein	silverstein	47712	4236
1	82	81	56	.68421054	0	219.6842	219.6842	0	jos feliciano	feliciano jose band	47801	1542
1	100	100	57	1	0	258	258	1	steve lukather	lukather steve	47942	2835
0	83	83	83	.84615386	0	249.84616	249.84616	0	prem joshua	redman joshua	48030	3853
1	100	100	100	1	1	302	302	0	johnny logan	johnny logan	48087	2321
1	100	100	50	1	0	251	251	1	johnny logan	logan johnny	48087	2791
1	100	75	47	.54545456	0	222.54546	222.54546	0	johnny logan	logan johnny & friends	48087	2792
1	100	100	54	1	0	255	255	1	umberto tozzi	tozzi umberto	48096	4766
1	100	100	100	1	1	302	302	0	umberto tozzi	umberto tozzi	48096	4833
1	100	100	100	1	1	302	302	0	samael	samael	48402	4022
1	100	100	100	1	1	302	302	0	juanes	juanes	48426	2348
1	100	100	100	1	1	302	302	0	dj antoine	dj antoine	48454	1231
1	100	56	53	.35714287	0	209.35715	209.35715	0	dj antoine	dj antoine & timati fkalenna	48454	1234
1	100	57	51	.34482759	0	208.34483	208.34483	0	dj antoine	dj antoine & timati & kalenna	48454	1238
1	96	96	56	.92307693	0	248.92308	248.92308	0	duff mckagan	mckagans duff	48592	3030
1	100	100	100	1	1	302	302	0	my chemical romance	my chemical romance	48734	3237
1	100	100	100	1	1	302	302	0	labi siffre	labi siffre	48735	2634
1	100	71	67	.5	0	238.5	238.5	0	los infernos	wild evel & los infernos	49084	5034
1	100	100	100	1	1	302	302	0	aquagen	aquagen	49327	217
1	100	100	100	1	1	302	302	0	alex c	alex c	49328	97
1	100	100	100	1	1	302	302	0	maria mena	maria mena	49357	2920
1	100	73	48	.53333336	0	221.53334	221.53334	0	michael schenker	schenker michael & barden gary	49517	4077
1	100	100	100	1	1	302	302	0	brunner & brunner	brunner & brunner	49605	624
0	100	51	62	.77272725	0	213.77272	213.77272	0	brunner & brunner	brunner & sbg hofmusik	49605	625
1	100	100	54	1	0	255	255	1	isabel varell	varell isabel	49618	4876
1	100	100	100	1	1	302	302	0	sbastien tellier	sbastien tellier	49766	4499
1	100	100	100	1	1	302	302	0	opus	opus	49787	3461
1	100	69	64	.47368422	0	233.47368	233.47368	0	admiral t	j perry & admiral t	49846	2189
1	100	100	100	1	1	302	302	0	bob	bob	50013	306
1	100	100	100	1	1	302	302	0	plain white ts	plain white ts	50054	3682
1	100	74	69	.52631581	0	243.52632	243.52632	0	jamie foxx	jamie foxx & t-pain	50128	2217
1	100	65	61	.43478259	0	226.43478	226.43478	0	jamie foxx	kanye west & jamie foxx	50128	2415
1	100	61	56	.3888889	1	218.38889	218.38889	0	martin solveig	martin solveig & the cataracs & kyle	50491	2968
1	100	100	54	1	0	255	255	1	tommy steiner	steiner tommy	50543	4411
1	100	100	100	1	1	302	302	0	sirenia	sirenia	50612	4260
1	100	100	50	1	0	251	251	1	jan smit	smit jan	50627	4288
1	100	100	100	1	1	302	302	0	tony christie	tony christie	50636	4744
1	100	100	100	1	1	302	302	0	seether	seether	50832	4153
1	100	100	100	1	1	302	302	0	raphael saadiq	raphael saadiq	50837	3821
1	100	100	100	1	1	302	302	0	vincent	vincent	50928	4917
1	100	100	100	1	1	302	302	0	robert tepper	robert tepper	51159	3923
1	100	100	100	1	1	302	302	0	megaherz	megaherz	51309	3039
1	100	60	58	.40625	0	218.40625	218.40625	0	damian marley	skrillex & damian jr gong marley	51406	4276
1	96	96	48	.92307693	0	240.92308	240.92308	0	oumou sangar	sangare oumou	51616	4037
1	91	75	80	.81818181	0	246.81818	246.81818	0	thirty seconds to mars	30 seconds to mars	51703	20
1	100	100	100	1	1	302	302	0	thirty seconds to mars	thirty seconds to mars	51703	4680
1	100	100	100	1	1	302	302	0	gg anderson	gg anderson	51746	1721
1	100	100	67	1	0	268	268	1	the rat pack	rat pack the	51759	3829
1	100	71	39	.55000001	0	210.55	210.55	0	frank galan	galan frank&winner d	51794	1734
1	100	100	100	1	1	302	302	0	armin van buuren	armin van buuren	51840	231
1	100	62	57	.40000001	1	220.39999	220.39999	0	armin van buuren	armin van buuren & dj shah & chris jones	51840	232
1	100	74	71	.55172414	1	246.55173	246.55173	0	armin van buuren	armin van buuren & cindy alma	51840	233
1	100	67	64	.47058824	1	232.47058	232.47058	0	armin van buuren	armin van buuren & sharon den adel	51840	234
1	100	68	65	.4848485	1	234.48485	234.48485	0	armin van buuren	armin van buuren & trevor guthrie	51840	235
1	100	100	56	1	0	257	257	1	armin van buuren	buuren armin van	51840	663
1	100	100	100	1	1	302	302	0	rise against	rise against	51876	3912
1	100	100	100	1	1	302	302	0	mastodon	mastodon	52041	2986
1	88	88	88	.77777779	1	265.77777	265.77777	0	ryksopp	roeyksopp	52208	3937
1	100	100	100	1	1	302	302	0	ryksopp	ryksopp	52208	3999
1	100	67	63	.46153846	1	231.46153	231.46153	0	chad kroeger	chad kroeger & josey scott	52486	756
1	100	64	59	.42105263	0	223.42105	223.42105	0	dj fresh	dj fresh & rita ora	52538	1243
1	100	100	100	1	1	302	302	0	natural born grooves	natural born grooves	52874	3274
1	100	100	100	1	1	302	302	0	andrea berg	andrea berg	53099	177
1	100	100	55	1	0	256	256	1	andrea berg	berg andrea	53099	418
1	100	100	55	1	0	256	256	1	andrea berg	berg andrea	53099	419
1	100	100	75	1	0	276	276	1	the decemberists	decemberists the	53178	1073
1	100	100	100	1	1	302	302	0	govt mule	govt mule	53232	1842
1	100	100	100	1	1	302	302	0	moke	moke	53437	3153
1	100	100	100	1	1	302	302	0	hardline	hardline	53505	1941
1	100	100	100	1	1	302	302	0	biffy clyro	biffy clyro	53536	446
1	100	100	100	1	1	302	302	0	naked lunch	naked lunch	53733	3256
1	100	100	100	1	1	302	302	0	stone sour	stone sour	53798	4439
1	100	100	100	1	1	302	302	0	emilana torrini	emilana torrini	53809	1425
1	97	97	45	.9375	0	239.9375	239.9375	0	emilana torrini	torrini emiliana	53809	4752
1	100	100	100	1	1	302	302	0	mia	mia	54132	2852
1	100	100	100	1	1	302	302	0	mia	mia	54132	3076
1	100	100	100	1	1	302	302	0	damien rice	damien rice	54182	982
1	100	100	100	1	1	302	302	0	avantasia	avantasia	54309	274
1	100	58	40	.37931034	0	198.3793	198.3793	0	john wetton	wetton john & downes geoffrey	54394	5009
1	100	100	54	1	0	255	255	1	tiziano ferro	ferro tiziano	54513	1548
1	100	100	100	1	1	302	302	0	tiziano ferro	tiziano ferro	54513	4721
1	100	65	62	.44827586	0	227.44827	227.44827	0	tiziano ferro	tiziano ferro & kelly rowland	54513	4722
1	100	100	53	1	0	254	254	1	chilly gonzales	gonzales chilly	54619	1830
1	100	100	100	1	1	302	302	0	vengeance	vengeance	54848	4898
1	100	100	100	1	1	302	302	0	kaskade	kaskade	54861	2433
1	100	71	67	.5	0	238.5	238.5	0	joy denalane	max herre & joy denalane	55048	3004
1	100	100	100	1	1	302	302	0	dj spud	dj spud	55173	1259
1	100	100	100	1	1	302	302	0	klee	klee	55177	2549
1	100	100	100	1	1	302	302	0	kate ryan	kate ryan	55196	2450
1	100	67	63	.4642857	0	230.46428	230.46428	0	kelly rowland	david guetta & kelly rowland	55630	1029
1	100	100	100	1	1	302	302	0	kelly rowland	kelly rowland	55630	2481
1	100	79	74	.59090906	0	253.59091	253.59091	0	kelly rowland	madcon & kelly rowland	55630	2880
1	100	81	76	.61904764	0	257.61905	257.61905	0	kelly rowland	nelly & kelly rowland	55630	3291
1	100	65	62	.44827586	0	227.44827	227.44827	0	kelly rowland	tiziano ferro & kelly rowland	55630	4722
1	100	81	77	.62962961	0	258.62964	258.62964	0	justin timberlake	50 cent & justin timberlake	55795	25
1	100	85	81	.68000001	0	266.67999	266.67999	0	justin timberlake	ciara & justin timberlake	55795	814
1	100	85	57	.68000001	0	242.67999	242.67999	0	justin timberlake	ciara & timberlake justin	55795	816
1	100	85	81	.68000001	0	266.67999	266.67999	0	justin timberlake	jay-z & justin timberlake	55795	2259
1	100	100	100	1	1	302	302	0	justin timberlake	justin timberlake	55795	2372
1	100	85	81	.68000001	1	267.67999	267.67999	0	justin timberlake	justin timberlake & drake	55795	2373
1	100	85	81	.68000001	1	267.67999	267.67999	0	justin timberlake	justin timberlake & jay-z	55795	2374
1	100	92	87	.77272725	1	280.77274	280.77274	0	justin timberlake	justin timberlake & ti	55795	2375
1	100	77	74	.58620691	1	252.58621	252.58621	0	justin timberlake	justin timberlake & timbaland	55795	2376
1	100	65	61	.43589744	0	226.4359	226.4359	0	justin timberlake	madonna & justin timberlake & timbaland	55795	2884
1	100	92	87	.77272725	0	279.77274	279.77274	0	justin timberlake	ti & justin timberlake	55795	4511
1	100	83	83	.70833331	0	266.70834	266.70834	0	justin timberlake	tifeat justin timberlake	55795	4514
1	100	59	55	.37777779	0	214.37778	214.37778	0	justin timberlake	timbaland & justin timberlake & nelly furtado	55795	4704
1	100	100	59	1	0	260	260	1	justin timberlake	timberlake justin	55795	4709
1	100	100	59	1	0	260	260	1	justin timberlake	timberlake justin	55795	4710
1	100	100	100	1	1	302	302	0	juliane werding	juliane werding	55910	2355
1	100	100	47	1	0	248	248	1	juliane werding	werding juliane	55910	4998
1	100	86	87	.875	0	273.875	273.875	0	mike & charlie	mike and charlie	55923	3100
0	100	19	11	.088235296	0	130.08824	130.08824	0	d&d	damrau d & villazon & abell & rlpo	55960	983
1	100	100	100	1	1	302	302	0	ostbahn kurti & die chefpartie	ostbahn kurti & die chefpartie	56009	3500
1	91	91	91	.83333331	1	274.83334	274.83334	0	ostbahn kurti & die chefpartie	ostbahn kurti&dchefpartie	56009	3501
1	100	100	97	1	1	299	299	1	ostbahn kurti & die chefpartie	ostbahn-kurti & die chefpartie	56009	3504
1	100	100	64	1	0	265	265	1	ken follett	follett ken	56100	1628
1	100	100	56	1	0	257	257	1	orchestra baobab	baobab orchestra	56174	331
1	100	100	100	1	1	302	302	0	eric prydz	eric prydz	56349	1459
1	100	65	61	.43478259	1	227.43478	227.43478	0	eric prydz	eric prydz & pink floyd	56349	1460
1	100	100	50	1	0	251	251	1	eric prydz	prydz eric	56349	3756
1	100	77	50	.55555558	0	227.55556	227.55556	0	eric prydz	prydz eric & floyd	56349	3757
1	100	100	100	1	1	302	302	0	sunbeam	sunbeam	56809	4474
1	100	100	100	1	1	302	302	0	blue october	blue october	56885	512
1	100	47	34	.28	0	181.28	181.28	0	rolf zuckowski	maffay peter & nena & zuckowski rolf fr erwachsene	57018	2890
1	100	47	44	.28	0	191.28	191.28	0	rolf zuckowski	peter maffay & nena & rolf zuckowski fr erwachsene	57018	3617
1	100	100	64	1	0	265	265	1	rolf zuckowski	zuckowski rolf	57018	5178
